event,onset,timestamp,confidence,id,diameter,diameter_3d,orig_idx,diameter_3d_pc,diameter_pc
0,0,576655.044621,0.8528673052787781,1,72.33522986840754,3.166646230114665,82,0.0008976618923073332,0.019271872102288867
0,1,576655.059462,0.8201662302017212,1,72.34847222763541,3.167208390585172,83,0.018650371729633797,0.03758232926471816
0,2,576655.071453,0.8440113663673401,1,72.36112801472837,3.1677483156705835,84,0.035700900676571834,0.055081722192751315
0,3,576655.085161,0.8532715439796448,1,72.37307918715287,3.168260749310995,85,0.051883265332919315,0.07160683127294121
0,4,576655.0961719999,0.8212850093841553,1,72.38418456649796,3.1687394735807524,86,0.06700110712181129,0.08696244648258578
0,5,576655.111514,0.7940200567245483,1,72.39428166884994,3.1691774082427666,87,0.08083083615886277,0.1009238982827565
0,6,576655.121421,0.8512880802154541,1,72.40319456646623,3.1695669588589905,88,0.09313262438410685,0.11324792810161188
0,7,576655.135737,0.8177160024642944,1,72.41074783139457,3.1699006116606663,89,0.10366919122812845,0.12369196843664554
0,8,576655.14485,0.786984384059906,1,72.41678409952016,3.170171669333281,90,0.1122290392849834,0.13203842899043305
0,9,576655.16024,0.8685630559921265,1,72.42118166286843,3.1703749804823627,91,0.11864949042963424,0.1381190218759043
0,10,576655.172781,0.8433675765991211,1,72.42386843346873,3.1705075171492,92,0.1228349234378534,0.1418340697110665
0,11,576655.187772,0.819672703742981,1,72.42482944008744,3.170568685269024,93,0.12476657808007108,0.14316287149191975
0,12,576655.1978869999,0.8741534352302551,1,72.42410776527602,3.1705603602439774,94,0.1245036784957021,0.1421649982661366
0,13,576655.21237,0.8540903925895691,1,72.42180131651442,3.170486741538439,95,0.12217884139564816,0.13897582853286128
0,14,576655.222406,0.8524578213691711,1,72.41805727428121,3.1703541013640724,96,0.11799013967817018,0.1337988714857241
0,15,576655.236427,0.8355611562728882,1,72.41306470911692,3.1701704500942487,97,0.11219053640565413,0.12689555848852674
0,16,576655.246932,0.8235926032066345,1,72.40704619149923,3.1699451568877803,98,0.10507590431643177,0.11857364189316044
0,17,576655.2636739999,0.8890706896781921,1,72.40024960613866,3.1696885821847465,99,0.09697342025090094,0.10917587651357863
0,18,576655.274204,0.8520490527153015,1,72.39294029648028,3.1694117324151567,100,0.0882306610461514,0.09906915768171931
0,19,576655.290771,0.7900516986846924,1,72.38539198218521,3.16912587244644,101,0.07920336484699142,0.08863196267967499
0,20,576655.302819,0.8746938109397888,1,72.37787442580174,3.168842010478852,102,0.07023916439385935,0.07823729721581074
0,21,576655.3151519999,0.8278566002845764,1,72.37063787140441,3.168570258157101,103,0.061657379710000626,0.06823117844076965
0,22,576655.326367,0.8687465786933899,1,72.36389715787259,3.168319188297722,104,0.05372873549487345,0.058910668081191275
0,23,576655.339425,0.831566333770752,1,72.35781858426738,3.168095315021594,105,0.04665894400301962,0.05050571095144285
0,24,576655.351241,0.843099057674408,1,72.35251044255963,3.167902727495083,106,0.04057713879650482,0.043166044380016366
0,25,576655.364153,0.8866620659828186,1,72.3480173869059,3.16774287874618,107,0.03552920567770901,0.0369534125022275
0,26,576655.3731409999,0.867304801940918,1,72.344319908916,3.1676145818483845,108,0.03147766217888037,0.031840840703045714
0,27,576655.388468,0.8649511337280273,1,72.34133996684658,3.16751426052943,109,0.028309571643636566,0.027720419207910574
0,28,576655.397799,0.8600527048110962,1,72.33895139903068,3.16743639877226,110,0.02585074137189114,0.02441770192620485
0,29,576655.413285,0.8162035346031189,1,72.33699217026304,3.1673740645239925,111,0.023882261052698972,0.0217086397565458
0,30,576655.424685,0.9231742024421692,1,72.33527664438573,3.1673194322247857,112,0.022157003930489694,0.019336550120008233
0,31,576655.439064,0.8189333081245422,1,72.3336076549214,3.1672642974550844,113,0.02041587907413156,0.017028807249919176
0,32,576655.455585,0.8227670788764954,1,72.33178806513425,3.1672005695309178,114,0.018403387257981407,0.014512826503798593
0,33,576655.471954,0.8930941820144653,1,72.32963100888989,3.16712070182201,115,0.015881210164425674,0.011530224591282945
0,34,576655.482842,0.933753252029419,1,72.32696829144417,3.167018034391384,116,0.012639030748995417,0.007848435501700557
0,35,576655.502735,0.8816269040107727,1,72.32365696997917,3.166887052250842,117,0.008502688802325409,0.0032698095338679067
0,36,576655.514167,0.8583090901374817,1,72.31958440927524,3.166723573971133,118,0.003340137152663125,-0.0023613961318003085
0,37,576655.528213,0.8753302693367004,1,72.31467192415754,3.166524873917727,119,-0.0029346981974542885,-0.009153980954557106
0,38,576655.5475229999,0.7866854667663574,1,72.30887714491458,3.1662897435102115,120,-0.010359983534202755,-0.017166530324963514
0,39,576655.5590969999,0.8427889347076416,1,72.30219631313012,3.166018547528753,121,-0.01892419930616951,-0.026404241075261847
0,40,576655.574075,0.8541044592857361,1,72.2946681497958,3.1657133535770003,122,-0.028562051759017937,-0.03681357296795307
0,41,576655.585244,0.8803375959396362,1,72.28637905430853,3.1653781317168086,123,-0.039148168583902354,-0.04827505994494663
0,42,576655.604467,0.8954530358314514,1,72.2774670873408,3.165018915570452,124,-0.05049201140053805,-0.06059780293867778
0,43,576655.616633,0.876308023929596,1,72.26812191391842,3.16464379437221,125,-0.06233812676367245,-0.073519548579426
0,44,576655.633396,0.8245102763175964,1,72.25857951169037,3.1642626728495227,126,-0.07437372898048134,-0.08671400616940828
0,45,576655.651331,0.8543015718460083,1,72.24911219412462,3.163886819156948,127,-0.08624297610053677,-0.09980464279599754
0,46,576655.659658,0.8907677531242371,1,72.24001475218702,3.1635282428434035,128,-0.09756661335869055,-0.1123838454909043
0,47,576655.67369,0.8158432245254517,1,72.23158651924975,3.163198905032827,129,-0.10796691522331203,-0.12403772041587047
0,48,576655.682975,0.8847489953041077,1,72.22410866235076,3.162909736098268,130,-0.11709870669304179,-0.1343774926618524
0,49,576655.720687,0.8801496028900146,1,72.21781661848661,3.162669458520848,131,-0.12468653674538865,-0.1430776191012728
0,50,576655.738921,0.8803201913833618,1,72.21286838907518,3.162483249085172,132,-0.1305669254492714,-0.14991962822583638
0,51,576655.747059,0.7631272077560425,1,72.20931021709663,3.162351308603262,133,-0.13473353127452237,-0.15483957900415124
0,52,576655.764002,0.8700280785560608,1,72.20704229551424,3.162267446959797,134,-0.13738183456339925,-0.15797547648793708
